Anguilla,AIA,1950,55.0563
Anguilla,AIA,1951,55.5932
Anguilla,AIA,1952,56.0813
Anguilla,AIA,1953,56.5817
Anguilla,AIA,1954,57.0804
Anguilla,AIA,1955,57.608
Anguilla,AIA,1956,58.17
Anguilla,AIA,1957,58.7162
Anguilla,AIA,1958,59.2601
Anguilla,AIA,1959,59.8471
Anguilla,AIA,1960,58.8326
Anguilla,AIA,1961,60.9241
Anguilla,AIA,1962,61.4229
Anguilla,AIA,1963,61.9086
Anguilla,AIA,1964,62.3898
Anguilla,AIA,1965,62.8846
Anguilla,AIA,1966,63.3496
Anguilla,AIA,1967,63.7414
Anguilla,AIA,1968,64.1432
Anguilla,AIA,1969,64.5294
Anguilla,AIA,1970,65.0005
Anguilla,AIA,1971,65.4591
Anguilla,AIA,1972,65.8726
Anguilla,AIA,1973,66.2469
Anguilla,AIA,1974,66.6363
Anguilla,AIA,1975,67.0556
Anguilla,AIA,1976,67.4381
Anguilla,AIA,1977,67.8226
Anguilla,AIA,1978,68.2252
Anguilla,AIA,1979,68.6017
Anguilla,AIA,1980,68.919
Anguilla,AIA,1981,69.2531
Anguilla,AIA,1982,69.5705
Anguilla,AIA,1983,69.8947
Anguilla,AIA,1984,70.1622
Anguilla,AIA,1985,70.4311
Anguilla,AIA,1986,70.7542
Anguilla,AIA,1987,71.0717
Anguilla,AIA,1988,71.3964
Anguilla,AIA,1989,71.7765
Anguilla,AIA,1990,72.0868
Anguilla,AIA,1991,72.4463
Anguilla,AIA,1992,72.7807
Anguilla,AIA,1993,73.12
Anguilla,AIA,1994,73.4412
Anguilla,AIA,1995,73.7432
Anguilla,AIA,1996,74.0452
Anguilla,AIA,1997,74.3392
Anguilla,AIA,1998,74.6097
Anguilla,AIA,1999,74.8918
Anguilla,AIA,2000,75.1471
Anguilla,AIA,2001,75.3965
Anguilla,AIA,2002,75.6564
Anguilla,AIA,2003,75.8948
Anguilla,AIA,2004,76.1355
Anguilla,AIA,2005,76.3362
Anguilla,AIA,2006,76.5687
Anguilla,AIA,2007,76.7519
Anguilla,AIA,2008,76.9019
Anguilla,AIA,2009,77.0431
Anguilla,AIA,2010,77.2078
Anguilla,AIA,2011,77.3048
Anguilla,AIA,2012,77.4058
Anguilla,AIA,2013,77.6236
Anguilla,AIA,2014,77.6962
Anguilla,AIA,2015,77.7411
Anguilla,AIA,2016,77.8764
Anguilla,AIA,2017,77.1738
Anguilla,AIA,2018,78.2359
Anguilla,AIA,2019,78.4253
Anguilla,AIA,2020,78.6562
Anguilla,AIA,2021,78.4144
Anguilla,AIA,2022,79.1194
Anguilla,AIA,2023,79.3115
