Isle of Man,IMN,1950,63.0618
Isle of Man,IMN,1951,63.3565
Isle of Man,IMN,1952,63.6399
Isle of Man,IMN,1953,64.113
Isle of Man,IMN,1954,64.4711
Isle of Man,IMN,1955,64.8091
Isle of Man,IMN,1956,64.9527
Isle of Man,IMN,1957,64.948
Isle of Man,IMN,1958,64.8754
Isle of Man,IMN,1959,64.7459
Isle of Man,IMN,1960,64.5569
Isle of Man,IMN,1961,64.425
Isle of Man,IMN,1962,64.3965
Isle of Man,IMN,1963,64.4577
Isle of Man,IMN,1964,64.6657
Isle of Man,IMN,1965,64.9225
Isle of Man,IMN,1966,65.1803
Isle of Man,IMN,1967,65.4091
Isle of Man,IMN,1968,65.5422
Isle of Man,IMN,1969,65.6257
Isle of Man,IMN,1970,65.7235
Isle of Man,IMN,1971,65.8406
Isle of Man,IMN,1972,65.9913
Isle of Man,IMN,1973,66.2376
Isle of Man,IMN,1974,66.4784
Isle of Man,IMN,1975,66.7601
Isle of Man,IMN,1976,67.0508
Isle of Man,IMN,1977,67.3571
Isle of Man,IMN,1978,67.6886
Isle of Man,IMN,1979,68.0709
Isle of Man,IMN,1980,68.4463
Isle of Man,IMN,1981,68.8115
Isle of Man,IMN,1982,69.1418
Isle of Man,IMN,1983,69.4575
Isle of Man,IMN,1984,69.7538
Isle of Man,IMN,1985,70.0205
Isle of Man,IMN,1986,70.3404
Isle of Man,IMN,1987,70.685
Isle of Man,IMN,1988,71.0572
Isle of Man,IMN,1989,71.4058
Isle of Man,IMN,1990,71.8002
Isle of Man,IMN,1991,72.1827
Isle of Man,IMN,1992,72.5439
Isle of Man,IMN,1993,72.8223
Isle of Man,IMN,1994,73.1403
Isle of Man,IMN,1995,73.3711
Isle of Man,IMN,1996,73.6342
Isle of Man,IMN,1997,73.9
Isle of Man,IMN,1998,74.2043
Isle of Man,IMN,1999,74.4686
Isle of Man,IMN,2000,74.8419
Isle of Man,IMN,2001,75.2893
Isle of Man,IMN,2002,75.785
Isle of Man,IMN,2003,76.319
Isle of Man,IMN,2004,76.8763
Isle of Man,IMN,2005,77.4528
Isle of Man,IMN,2006,77.9713
Isle of Man,IMN,2007,78.4507
Isle of Man,IMN,2008,78.8989
Isle of Man,IMN,2009,79.3026
Isle of Man,IMN,2010,79.6132
Isle of Man,IMN,2011,79.8363
Isle of Man,IMN,2012,80.007
Isle of Man,IMN,2013,80.1199
Isle of Man,IMN,2014,80.1994
Isle of Man,IMN,2015,80.2666
Isle of Man,IMN,2016,80.3913
Isle of Man,IMN,2017,80.5064
Isle of Man,IMN,2018,80.6139
Isle of Man,IMN,2019,80.7399
Isle of Man,IMN,2020,80.5909
Isle of Man,IMN,2021,80.4197
Isle of Man,IMN,2022,80.9561
Isle of Man,IMN,2023,80.999
