Oceania,,1870,34.7
Oceania,,1900,47.6
Oceania,,1913,51
Oceania,,1950,61.5595
Oceania,,1951,60.4452
Oceania,,1952,62.1313
Oceania,,1953,62.7852
Oceania,,1954,63.0748
Oceania,,1955,63.4949
Oceania,,1956,63.6161
Oceania,,1957,63.9981
Oceania,,1958,64.6121
Oceania,,1959,64.5221
Oceania,,1960,65.0379
Oceania,,1961,65.3832
Oceania,,1962,65.3567
Oceania,,1963,65.6305
Oceania,,1964,65.4632
Oceania,,1965,65.7838
Oceania,,1966,65.8103
Oceania,,1967,66.2996
Oceania,,1968,66.2088
Oceania,,1969,66.7074
Oceania,,1970,66.5796
Oceania,,1971,67.3935
Oceania,,1972,67.749
Oceania,,1973,67.9813
Oceania,,1974,68.0113
Oceania,,1975,68.7236
Oceania,,1976,68.844
Oceania,,1977,69.3657
Oceania,,1978,69.7675
Oceania,,1979,70.2129
Oceania,,1980,70.4159
Oceania,,1981,70.7848
Oceania,,1982,70.8354
Oceania,,1983,71.4012
Oceania,,1984,71.5888
Oceania,,1985,71.549
Oceania,,1986,72.0337
Oceania,,1987,72.1179
Oceania,,1988,72.397
Oceania,,1989,72.4276
Oceania,,1990,73.1192
Oceania,,1991,73.5037
Oceania,,1992,73.5624
Oceania,,1993,73.9415
Oceania,,1994,73.9052
Oceania,,1995,74.1626
Oceania,,1996,74.2112
Oceania,,1997,74.4624
Oceania,,1998,74.5577
Oceania,,1999,74.9382
Oceania,,2000,75.2237
Oceania,,2001,75.4182
Oceania,,2002,75.4028
Oceania,,2003,75.6917
Oceania,,2004,75.8982
Oceania,,2005,76.2345
Oceania,,2006,76.3552
Oceania,,2007,76.4053
Oceania,,2008,76.6292
Oceania,,2009,76.8951
Oceania,,2010,77.2291
Oceania,,2011,77.3077
Oceania,,2012,77.485
Oceania,,2013,77.7918
Oceania,,2014,77.782
Oceania,,2015,77.925
Oceania,,2016,78.1608
Oceania,,2017,78.1272
Oceania,,2018,78.5383
Oceania,,2019,78.5668
Oceania,,2020,78.8495
Oceania,,2021,78.4519
Oceania,,2022,78.0631
Oceania,,2023,79.1464
