Americas,,1770,34.8
Americas,,1830,34.8
Americas,,1850,35.1
Americas,,1870,35.1
Americas,,1900,41
Americas,,1913,45.1
Americas,,1950,56.5028
Americas,,1951,56.9204
Americas,,1952,57.402
Americas,,1953,57.906
Americas,,1954,58.6525
Americas,,1955,58.9932
Americas,,1956,59.3801
Americas,,1957,59.6062
Americas,,1958,60.0883
Americas,,1959,60.5007
Americas,,1960,60.7932
Americas,,1961,61.2684
Americas,,1962,61.4211
Americas,,1963,61.5399
Americas,,1964,61.9124
Americas,,1965,62.1123
Americas,,1966,62.3322
Americas,,1967,62.67
Americas,,1968,62.7056
Americas,,1969,63.0295
Americas,,1970,63.1495
Americas,,1971,63.8157
Americas,,1972,64.0001
Americas,,1973,64.3473
Americas,,1974,64.8219
Americas,,1975,65.4098
Americas,,1976,65.7058
Americas,,1977,66.2896
Americas,,1978,66.6343
Americas,,1979,67.0668
Americas,,1980,67.247
Americas,,1981,67.6911
Americas,,1982,68.0177
Americas,,1983,68.4306
Americas,,1984,68.7457
Americas,,1985,68.8882
Americas,,1986,69.3281
Americas,,1987,69.6289
Americas,,1988,69.8726
Americas,,1989,70.2467
Americas,,1990,70.5909
Americas,,1991,70.8608
Americas,,1992,71.146
Americas,,1993,71.251
Americas,,1994,71.5582
Americas,,1995,71.8289
Americas,,1996,72.1831
Americas,,1997,72.5468
Americas,,1998,72.7124
Americas,,1999,72.981
Americas,,2000,73.247
Americas,,2001,73.4795
Americas,,2002,73.758
Americas,,2003,74.0244
Americas,,2004,74.3916
Americas,,2005,74.6213
Americas,,2006,74.9224
Americas,,2007,75.1515
Americas,,2008,75.2986
Americas,,2009,75.5602
Americas,,2010,75.4472
Americas,,2011,75.9343
Americas,,2012,76.1301
Americas,,2013,76.2643
Americas,,2014,76.4082
Americas,,2015,76.472
Americas,,2016,76.4312
Americas,,2017,76.5049
Americas,,2018,76.6965
Americas,,2019,76.857
Americas,,2020,74.9717
Americas,,2021,73.8796
Americas,,2022,76.1444
Americas,,2023,77.2922
